Center,Metric,Model,SimValueMean,SimValueMin,SimValueMax,SimIntvlWidth,TheoValue,WithinIntvl
CheckIn,Response time,M/M/8,137.9006498873718,135.78529469362374,140.01600508111986,2.115355193748058,139.31294699422259,within
CheckIn,Queue time,M/M/8,17.871253044123794,16.34815375795518,19.394352330292406,1.5230992861686112,19.312946994222578,within
CheckIn,Num in center,M/M/8,6.810802287185106,6.690028754628678,6.931575819741534,0.12077353255642793,6.861352159949873,within
CheckIn,Num in queue,M/M/8,0.8858200503164181,0.8074590851949326,0.9641810154379036,0.0783609651214855,0.9511889126809004,within
CheckIn,Num of busy servers,M/M/8,5.924982236868687,5.873614704861576,5.9763497688757985,0.05136753200711154,5.910163247268972,within
Varchi,Response time,M/M/4,16.044816894690637,15.910449398742958,16.179184390638316,0.13436749594767908,16.09075187952856,within
Varchi,Queue time,M/M/4,1.06686744018174,0.9991098090525856,1.1346250713108943,0.06775763112915428,1.0907518795285602,within
Varchi,Num in center,M/M/4,2.0496501887961083,2.025721936268527,2.0735784413236895,0.023928252527581087,2.0468241464008186,within
Varchi,Num in queue,M/M/4,0.13666336722024852,0.12766250164766021,0.14566423279283683,0.009000865572588298,0.13874909646649436,within
Varchi,Num of busy servers,M/M/4,1.9129868215758596,1.895301913442949,1.9306717297087703,0.01768490813291068,1.908075049934324,within
TraceDetection,Response time,M/M/1,188.28896543368214,181.97499304505052,194.60293782231375,6.313972388631615,253.41050412447902,not within
TraceDetection,Queue time,M/M/1,128.17467955643193,122.0963548361256,134.25300427673827,6.078324720306329,193.41050412447902,not within
TraceDetection,Num in center,M/M/1,2.1333408554723836,2.0538779711453197,2.2128037397994476,0.07946288432706379,3.2235084020746503,not within
TraceDetection,Num in queue,M/M/1,1.4537492541141877,1.3791894364927422,1.5283090717356331,0.07455981762144548,2.4602783821009204,not within
TraceDetection,Num of busy servers,M/M/1,0.679591601358196,0.673395171672984,0.6857880310434079,0.006196429685211926,0.7632300199737296,not within
Recupero,Response time,M/M/inf,120.08359325639681,119.43872556009389,120.72846095269973,0.6448676963029285,120.0,within
Recupero,Num in center,M/M/inf,13.477153116809292,13.367987241565306,13.586318992053279,0.10916587524398708,15.264447753470598,not within
